,Department,Job,Employee Identifier,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation,Year
414537,Department of Technology,Manager V,41936256,192826.08,37592.16,18107.21,11662.3,67361.67,260187.75,2019
414538,Department of Technology,Electrical Line Worker,41166226,120643.89,23384.75,17445.73,9790.08,50620.56,171264.45,2019
414539,Department of Technology,Senior Comm Systems Technican,41166243,125370.54,24619.21,12647.58,10237.93,47504.72,172875.26,2019
414540,Department of Technology,Media Programming Spec,41166440,83021.69,16595.26,15130.43,6776.89,38502.58,121524.27,2019
414541,Department of Technology,Executive Secretary 3,40774224,100882.03,20139.48,14950.3,7876.78,42966.56,143848.59,2019
414542,Department of Technology,Media Programming Spec,41166452,87043.18,17372.07,15957.86,7762.97,41092.9,128136.08,2019
414543,Department of Technology,IS Business Analyst,40768833,110426.08,22044.84,14950.3,8884.21,45879.35,156305.43,2019
414544,Department of Technology,IT Operations Support Admn III,41316094,97737.91,19522.8,14950.3,7907.27,42380.37,140118.28,2019
414549,Department of Technology,Project Manager 2,41166299,178922.0,34858.34,14950.3,11834.24,61642.88,240564.88,2019
414550,Department of Technology,Senior Administrative Analyst,41956332,113991.1,22785.98,14855.64,8831.62,46473.24,160464.34,2019
414552,Department of Technology,IT Operations Support Admin II,41466369,87012.78,16717.77,14950.3,6897.97,38566.04,125578.82,2019
414554,Department of Technology,Junior Administrative Analyst,41936155,75808.0,15133.8,15031.18,6174.38,36339.36,112147.36,2019
414561,Department of Technology,IS Engineer-Assistant,41626107,16032.0,3355.49,2400.67,1295.16,7051.32,23083.32,2019
415411,Department of Technology,Accountant III,42446348,119690.08,24948.29,15088.45,9676.15,49712.89,169402.97,2020
415412,Department of Technology,IS Project Director,42716207,131478.16,21395.6,9575.36,8827.59,39798.55,171276.71,2020
415422,Department of Technology,IS Engineer-Principal,42444410,175782.31,33906.91,15088.45,12089.95,61085.31,236867.62,2020
415423,Department of Technology,IS Engineer-Principal,43956170,168583.94,34353.4,14202.73,10966.52,59522.65,228106.59,2020
415424,Department of Technology,Pr Administrative Analyst,42424157,122547.37,25568.92,15088.45,9590.45,50247.82,172795.19,2020
415428,Department of Technology,IT Operations Support Admin II,43516101,88318.42,17192.09,14275.99,6924.56,38392.64,126711.06,2020
415429,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",42426690,33916.19,0.0,0.0,2786.96,2786.96,36703.15,2020
415438,Department of Technology,IS Engineer-Journey,42976099,123915.82,25853.9,15088.45,9770.15,50712.5,174628.32,2020
415448,Department of Technology,IT Operations Support Admin II,42826118,69622.76,13363.36,12643.83,5487.63,31494.82,101117.58,2020
415449,Department of Technology,IS Engineer-Senior,42256272,16929.0,3461.98,1740.97,1353.98,6556.93,23485.93,2020
415450,Department of Technology,Manager IV,43716256,6477.38,1324.62,0.0,502.75,1827.37,8304.75,2020
417799,Department of Technology,Technology Expert I,37316197,145199.03,11816.31,13527.38,7891.89,33235.58,178434.61,2018
417806,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",36746285,592.06,0.0,0.0,45.95,45.95,638.01,2018
417816,Department of Technology,Communications Systems Tech,36863905,158123.19,24408.24,14196.06,10582.68,49186.98,207310.17,2018
417824,Department of Technology,Cable Splicer,36865068,124775.2,21943.92,16373.51,10152.15,48469.58,173244.78,2018
417866,Department of Technology,IS Project Director,37033170,163954.03,30711.65,14239.35,11073.11,56024.11,219978.14,2018
417880,Department of Technology,Fire Alarm Dispatcher,36865269,89554.22,15766.51,14170.33,7394.38,37331.22,126885.44,2018
417896,Department of Technology,IS Engineer-Principal,37385701,143822.98,26828.23,14239.35,11157.8,52225.38,196048.36,2018
417909,Department of Technology,Asst Electronic Main Tech,37163288,98475.88,18724.69,16373.51,7940.01,43038.21,141514.09,2018
417944,Department of Technology,IT Operations Support Admin II,37128321,91496.49,15402.6,14239.35,7213.61,36855.56,128352.05,2018
418495,Department of Technology,IS Engineer-Senior,39496213,126220.87,23411.38,14628.56,9652.52,47692.46,173913.33,2019
418496,Department of Technology,Media Production Tech,37476625,27704.51,0.0,0.0,2150.31,2150.31,29854.82,2019
418516,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",40306135,3403.5,0.0,0.0,264.17,264.17,3667.67,2019
418517,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",40356223,1701.75,0.0,0.0,132.08,132.08,1833.83,2019
418549,Department of Technology,IS Business Analyst-Senior,37493009,135788.51,23460.63,14628.56,10784.31,48873.5,184662.01,2019
418558,Department of Technology,Fire Alarm Dispatcher,37855904,100862.05,17907.6,14569.99,8003.43,40481.02,141343.07,2019
418618,Department of Technology,Electrical Line Worker,37481812,117178.71,19177.32,15336.01,9346.63,43859.96,161038.67,2019
418629,Department of Technology,IS Engineer-Senior,37415840,6133.43,0.0,0.0,469.2,469.2,6602.63,2019
418637,Department of Technology,IS Engineer-Senior,39766112,140170.58,24613.92,14628.56,11110.9,50353.38,190523.96,2019
418638,Department of Technology,IS Engineer-Journey,38606044,42597.58,7999.04,5232.52,3339.15,16570.71,59168.29,2019
418650,Department of Technology,IT Operations Support Admin II,37484319,89424.0,15786.75,14628.56,7060.09,37475.4,126899.4,2019
419162,Department of Technology,Project Manager 1,37498089,149460.08,27948.56,14433.94,10935.97,53318.47,202778.55,2018
419170,Department of Technology,IS Engineer-Senior,37845964,155842.92,27535.55,14433.94,10931.33,52900.82,208743.74,2018
419349,Department of Technology,IS Engineer-Senior,44116311,162952.67,32981.05,15297.0,11685.02,59963.07,222915.74,2020
419359,Department of Technology,IS Engineer-Senior,43926529,140663.26,29180.75,15297.0,10955.18,55432.93,196096.19,2020
419391,Department of Technology,IT Operations Support Admn III,45186099,99293.1,21535.24,15297.0,7955.55,44787.79,144080.89,2020
419400,Department of Technology,Dept Head IV,42466587,266139.0,56419.16,18594.07,13242.29,88255.52,354394.52,2020
419408,Department of Technology,Cable Splicer,42441690,134338.0,26453.12,18404.76,10414.9,55272.78,189610.78,2020
419409,Department of Technology,Media Production Tech,42444910,36375.04,298.62,0.0,2823.29,3121.91,39496.95,2020
419457,Department of Technology,IS Business Analyst-Senior,42421136,131146.09,27801.89,15297.0,10627.5,53726.39,184872.48,2020
419458,Department of Technology,IS Programmer Analyst-Senior,42421410,118931.0,25783.24,15297.0,8748.4,49828.64,168759.64,2020
419475,Department of Technology,IS Business Analyst-Senior,42442113,130136.85,27595.51,15179.32,10420.08,53194.91,183331.76,2020
419487,Department of Technology,IS Business Analyst-Principal,42438489,151834.04,32187.49,15297.0,11524.66,59009.15,210843.19,2020
420486,Department of Technology,Media Programming Spec,47336550,29285.4,7158.71,7298.02,2455.04,16911.77,46197.17,2021
420495,Department of Technology,Project Manager 2,43966156,12101.27,580.53,240.05,958.92,1779.5,13880.77,2021
420501,Department of Technology,Cable Splicer,46576623,124230.02,27957.86,18971.61,9663.41,56592.88,180822.9,2021
420506,Department of Technology,IS Business Analyst-Senior,46396906,133008.06,29294.94,15603.29,10472.01,55370.24,188378.3,2021
420519,Department of Technology,Senior Comm Systems Technican,46576640,154602.0,34050.96,1207.25,11655.97,46914.18,201516.18,2021
422642,Department of Technology,Electrical Line Worker,48646500,123380.95,25537.62,19469.76,9483.43,54490.81,177871.76,2021
422643,Department of Technology,Communications Systems Tech,47362652,149346.45,29582.71,16398.07,11656.73,57637.51,206983.96,2021
422650,Department of Technology,IS Business Analyst-Senior,47393752,137112.13,29140.72,15979.29,10565.12,55685.13,192797.26,2021
422661,Department of Technology,IT Operations Support Admin II,47377696,93688.26,19317.62,15979.29,6809.86,42106.77,135795.03,2021
422662,Department of Technology,IS Business Analyst-Senior,47363932,146340.94,28784.8,15979.29,11370.62,56134.71,202475.65,2021
422677,Department of Technology,Communications Systems Tech,47375428,163605.66,29970.07,16398.07,11829.89,58198.03,221803.69,2021
422693,Department of Technology,IT Operations Support Admin II,47366477,94997.53,19306.11,15979.29,7568.24,42853.64,137851.17,2021
422718,Department of Technology,Media Programming Spec,47390339,73809.37,15092.96,0.0,5938.45,21031.41,94840.78,2021
422719,Department of Technology,Project Manager 2,47346548,111528.83,21629.17,8788.61,8837.39,39255.17,150784.0,2021
422764,Department of Technology,IS Business Analyst-Senior,47371946,137112.16,28784.8,15979.29,11017.15,55781.24,192893.4,2021
422774,Department of Technology,Cable Splicer,48646505,128252.16,27505.78,19469.76,10195.85,57171.39,185423.55,2021
423804,Department of Technology,Executive Secretary 3,49315668,110387.84,22404.22,0.0,8665.02,31069.24,141457.08,2022
423805,Department of Technology,Fire Alarm Dispatcher,49293364,114574.95,20345.88,0.0,9068.59,29414.47,143989.42,2022
423823,Department of Technology,Project Manager 2,49312746,189328.96,37499.22,0.0,12369.04,49868.26,239197.22,2022
423824,Department of Technology,Cable Splicer,49277633,140270.94,26573.71,0.0,10330.05,36903.76,177174.7,2022
423833,Department of Technology,IS Business Analyst-Senior,49283808,150203.75,27716.83,0.0,11547.2,39264.03,189467.78,2022
423834,Department of Technology,Manager V,48286564,67140.6,12395.63,3443.44,4313.43,20152.5,87293.1,2022
423835,Department of Technology,IS Engineer-Senior,50306657,169838.16,31156.16,0.0,12381.87,43538.03,213376.19,2022
423836,Department of Technology,Public Information Officer,49313883,93573.7,18989.02,0.0,7197.04,26186.06,119759.76,2022
423843,Department of Technology,IS Engineer-Senior,50846981,48782.86,9605.34,0.0,3842.34,13447.68,62230.54,2022
424873,Department of Technology,IS Engineer-Senior,52326833,178949.06,32055.02,16101.45,12233.91,60390.38,239339.44,2022
424875,Department of Technology,Media Programming Spec,51926998,82396.23,15788.56,17972.88,6490.3,40251.74,122647.97,2022
424876,Department of Technology,Assistant Purchaser,51756517,76942.07,14821.94,16101.45,6033.53,36956.92,113898.99,2022
424877,Department of Technology,Project Manager 2,50106524,57002.0,11223.66,4954.29,4438.2,20616.15,77618.15,2022
424879,Department of Technology,IS Engineer-Senior,51456642,133156.37,24724.7,0.0,10458.84,35183.54,168339.91,2022
424880,Department of Technology,Cable Splicer,52176824,77179.5,1789.46,727.04,5862.64,8379.14,85558.64,2022
424886,Department of Technology,Cable Splicer,50857375,136650.62,26114.85,19836.93,10701.43,56653.21,193303.83,2022
424887,Department of Technology,Media Programming Spec,51926918,88476.27,17049.61,16381.83,7053.26,40484.7,128960.97,2022
424889,Department of Technology,Accountant III,50872582,126606.45,24395.56,16101.45,10010.81,50507.82,177114.27,2022
426410,Department of Technology,IS Project Director,37477684,166406.02,31117.34,14433.94,11090.28,56641.56,223047.58,2018
426411,Department of Technology,Electrical Line Worker,37464600,159570.74,22219.01,16624.39,11031.78,49875.18,209445.92,2018
426417,Department of Technology,IS Engineer-Senior,37481705,167230.03,28912.28,14433.94,11251.83,54598.05,221828.08,2018
430180,Department of Technology,IS Engineer-Senior,40792954,155458.46,29544.3,14950.3,11294.45,55789.05,211247.51,2019
430181,Department of Technology,Communications Systems Tech,41166218,134381.12,25009.48,15031.18,10941.1,50981.76,185362.88,2019
430183,Department of Technology,Cable Splicer,41846171,82935.68,15220.64,10945.27,6576.83,32742.74,115678.42,2019
430191,Department of Technology,IS Engineer-Principal,41906168,164053.01,29819.76,14950.3,11615.62,56385.68,220438.69,2019
430195,Department of Technology,IT Operations Support Admn III,42076246,75277.34,14758.15,14950.3,5855.08,35563.53,110840.87,2019
431147,Department of Technology,Cable Splicer,42916273,21985.06,4560.49,3273.35,1764.57,9598.41,31583.47,2020
431153,Department of Technology,IS Engineer-Senior,42438346,166124.37,31517.98,1231.22,11783.89,44533.09,210657.46,2020
431156,Department of Technology,Cable Splicer,43776158,96508.02,19643.6,18007.33,7394.87,45045.8,141553.82,2020
431160,Department of Technology,Project Manager 2,42427913,183342.98,37355.49,15088.45,12049.17,64493.11,247836.09,2020
431186,Department of Technology,Senior Administrative Analyst,42427537,118448.02,24710.91,15088.45,9289.14,49088.5,167536.52,2020
433613,Department of Technology,IT Operations Support Admin II,37070054,24624.4,0.0,5421.91,1983.62,7405.53,32029.93,2018
433633,Department of Technology,Cable Splicer,37205818,52466.5,0.0,0.0,4072.25,4072.25,56538.75,2018
433643,Department of Technology,IT Operations Support Admin V,37013118,132342.38,23881.47,14239.35,10352.13,48472.95,180815.33,2018
433644,Department of Technology,IS Engineer-Senior,37109567,154293.85,27174.83,14239.35,11036.08,52450.26,206744.11,2018
433655,Department of Technology,Cable Splicer,36863696,116116.64,21943.92,16373.51,9425.66,47743.09,163859.73,2018
433682,Department of Technology,Electrical Line Worker,36663171,127782.7,20469.85,16189.61,10389.11,47048.57,174831.27,2018
433711,Department of Technology,Pr Administrative Analyst,36829939,128660.07,24100.53,14239.35,10290.17,48630.05,177290.12,2018
433744,Department of Technology,IS Engineer-Journey,37176468,119739.86,21658.93,14239.35,9344.64,45242.92,164982.78,2018
434332,Department of Technology,Cable Splicer,38715910,65713.33,12119.52,9054.18,4932.34,26106.04,91819.37,2019
434366,Department of Technology,Communications Line Wrk Sprv 2,38965910,168494.18,26151.04,16814.92,11070.22,54036.18,222530.36,2019
434367,Department of Technology,Executive Secretary 2,38956022,91495.01,17489.6,14628.56,7041.73,39159.89,130654.9,2019
434376,Department of Technology,Cable Splicer,39476099,129749.92,22722.4,16814.92,9847.23,49384.55,179134.47,2019
434427,Department of Technology,IS Engineer-Journey,40156119,127723.01,23811.49,14628.56,9547.2,47987.25,175710.26,2019
434428,Department of Technology,Accountant II,40046143,81996.9,14627.41,14628.56,6472.41,35728.38,117725.28,2019
434447,Department of Technology,Cable Splicer,37484977,133574.36,21393.11,15996.48,10424.56,47814.15,181388.51,2019
434448,Department of Technology,Communications Systems Tech,39536224,152387.34,23562.13,14733.76,11084.41,49380.3,201767.64,2019
434945,Department of Technology,Cable Splicer,37490186,121682.16,22240.84,16624.39,9470.01,48335.24,170017.4,2018
434946,Department of Technology,IS Business Analyst-Senior,38476099,117667.46,22572.79,14433.94,9070.02,46076.75,163744.21,2018
434950,Department of Technology,Technology Expert I,38916211,165266.62,25254.79,13878.79,11082.46,50216.04,215482.66,2018
434952,Department of Technology,IT Operations Support Admin II,38365969,45494.72,2009.6,9864.35,3621.31,15495.26,60989.98,2018
434953,Department of Technology,Media Production Tech,37476625,18824.92,0.0,0.0,1461.11,1461.11,20286.03,2018
434957,Department of Technology,Pr Administrative Analyst,37477295,130592.07,24420.34,14433.94,10445.9,49300.18,179892.25,2018
434958,Department of Technology,IS Prg Analyst-Principal,38266029,131008.0,24498.1,14433.94,10106.31,49038.35,180046.35,2018
434959,Department of Technology,Manager VI,37495771,201726.01,37718.92,17871.23,11557.43,67147.58,268873.59,2018
435123,Department of Technology,IS Business Analyst-Principal,42420538,151834.01,32187.49,15297.0,11484.67,58969.16,210803.17,2020
435144,Department of Technology,Media Programming Spec,42452084,87707.06,19016.03,16433.57,6825.2,42274.8,129981.86,2020
435153,Department of Technology,IS Engineer-Principal,42996239,63333.78,7230.3,3235.9,4965.51,15431.71,78765.49,2020
435164,Department of Technology,IT Operations Support Admin II,44626161,87805.36,18316.89,14355.64,6759.51,39432.04,127237.4,2020
435188,Department of Technology,IS Engineer-Senior,42442546,167203.21,32981.05,15297.0,11665.27,59943.32,227146.53,2020
435189,Department of Technology,Electrical Line Worker,42442913,130385.93,24656.36,18511.56,10108.16,53276.08,183662.01,2020
435275,Department of Technology,IS Engineer-Principal,42449033,194058.68,38215.05,15297.0,12260.16,65772.21,259830.89,2020
436269,Department of Technology,Communications Systems Tech,46576502,155970.23,29911.13,15959.1,11474.79,57345.02,213315.25,2021
436282,Department of Technology,Electrical Line Helper,46576543,95970.19,21367.95,0.0,7548.69,28916.64,124886.83,2021
436283,Department of Technology,Electrical Line Helper,47346517,89993.4,18963.76,16417.65,6917.33,42298.74,132292.14,2021
436294,Department of Technology,Technology Expert I,46576493,133008.04,29294.94,15603.29,10309.4,55207.63,188215.67,2021
436295,Department of Technology,Project Manager 1,45707814,163254.81,35957.86,15603.29,11780.28,63341.43,226596.24,2021
436296,Department of Technology,Media Programming Spec,46396478,82026.07,17332.49,15912.92,6549.42,39794.83,121820.9,2021
436304,Department of Technology,Communications Systems Tech,46576595,63129.1,13706.68,7458.65,5112.42,26277.75,89406.85,2021
436312,Department of Technology,Cable Splicer,45709789,128246.02,27831.57,18862.16,10248.06,56941.79,185187.81,2021
436319,Department of Technology,Senior Comm Systems Technican,44076224,20232.05,1319.33,675.2,1586.31,3580.84,23812.89,2021
438493,Department of Technology,IS Engineer-Senior,47395790,153780.29,31315.83,15979.29,11358.15,58653.27,212433.56,2021
438507,Department of Technology,IS Engineer-Principal,48036496,187905.91,36737.04,15979.29,12288.16,65004.49,252910.4,2021
438520,Department of Technology,Senior Comm Systems Technican,48216479,164982.91,29504.75,16398.07,11898.39,57801.21,222784.12,2021
438529,Department of Technology,IS Trainer-Senior,48876682,66026.54,13996.61,10726.33,5056.71,29779.65,95806.19,2021
438537,Department of Technology,IS Engineer-Principal,47366619,218172.15,39567.3,15979.29,12757.63,68304.22,286476.37,2021
438549,Department of Technology,IS Business Analyst-Principal,48876644,158735.7,33324.49,15979.29,11791.54,61095.32,219831.02,2021
438565,Department of Technology,IS Engineer-Journey,48876730,130171.3,27643.01,15979.29,10339.13,53961.43,184132.73,2021
438566,Department of Technology,IS Engineer-Principal,47391924,174991.13,36737.06,15979.29,11990.25,64706.6,239697.73,2021
438567,Department of Technology,Technology Expert I,48026680,139974.5,27273.6,11677.17,10843.38,49794.15,189768.65,2021
438617,Department of Technology,Communications Systems Tech,47359290,97387.94,19826.52,11415.58,7787.16,39029.26,136417.2,2021
438631,Department of Technology,Senior Account Clerk,47388708,82304.07,17673.8,16312.06,6548.42,40534.28,122838.35,2021
439578,Department of Technology,Manager VI,50006518,222613.02,44079.54,10964.06,13768.59,68812.19,291425.21,2022
439584,Department of Technology,Senior Comm Systems Technican,49279146,162643.4,32213.81,0.0,11973.53,44187.34,206830.74,2022
439594,Department of Technology,IS Engineer-Principal,49280936,192350.73,38097.72,0.0,12442.09,50539.81,242890.54,2022
439601,Department of Technology,Telecommunications Tech Supv,47336509,37265.84,1313.47,0.0,2881.92,4195.39,41461.23,2022
439602,Department of Technology,IS Engineer-Principal,47276491,17368.51,439.77,0.0,1359.08,1798.85,19167.36,2022
439611,Department of Technology,Cable Splicer,49315666,143187.5,26583.08,0.0,11568.26,38151.34,181338.84,2022
440631,Department of Technology,Media Programming Spec,50881739,98077.69,18906.07,18138.57,7658.61,44703.25,142780.94,2022
440632,Department of Technology,Cable Splicer,52066952,139068.04,25892.0,19836.93,10764.32,56493.25,195561.29,2022
440634,Department of Technology,IS Engineer-Principal,51606470,180859.23,32538.87,16101.45,12244.25,60884.57,241743.8,2022
440635,Department of Technology,Cable Splicer,50869179,145063.04,25951.6,19836.93,10663.3,56451.83,201514.87,2022
440636,Department of Technology,IS Engineer-Principal,52286934,183531.21,34477.83,16101.45,12173.15,62752.43,246283.64,2022
440638,Department of Technology,Public Information Officer,52286944,98500.81,18986.77,16101.45,7726.84,42815.06,141315.87,2022
440641,Department of Technology,Technology Expert I,50756588,3663.6,721.36,0.0,278.25,999.61,4663.21,2022
440644,Department of Technology,Dep Dir III,51356604,75937.85,13456.16,4940.21,5919.54,24315.91,100253.76,2022
440649,Department of Technology,IS Engineer-Principal,51736518,196653.65,36933.61,16101.45,12439.14,65474.2,262127.85,2022
440651,Department of Technology,Dep Dir IV,50906653,253328.0,47634.89,20310.44,14750.23,82695.56,336023.56,2022
442140,Department of Technology,Senior Comm Systems Technican,37461180,167561.31,28257.74,14543.01,11223.94,54024.69,221586.0,2018
442143,Department of Technology,IS Business Analyst-Principal,37494582,143720.06,26875.16,14433.94,10884.75,52193.85,195913.91,2018
442151,Department of Technology,IS Business Analyst-Principal,37463775,143720.01,26875.16,14433.94,10890.55,52199.65,195919.66,2018
442152,Department of Technology,Senior Comm Systems Technican,37465557,145983.41,26982.18,1334.4,10864.18,39180.76,185164.17,2018
442156,Department of Technology,Cable Splicer,37495860,140101.37,22442.39,16624.39,10681.99,49748.77,189850.14,2018
442159,Department of Technology,Cable Splicer,36681056,30113.12,5670.1,4282.3,2426.02,12378.42,42491.54,2018
442162,Department of Technology,IS Engineer-Principal,39005890,162586.1,30406.09,14107.78,11086.64,55600.51,218186.61,2018
442163,Department of Technology,IS Engineer-Senior,37845998,147252.04,27535.56,14433.94,10934.42,52903.92,200155.96,2018
446025,Department of Technology,Communications Line Wrk Sprv 2,41166200,167619.15,27822.74,17445.73,11371.7,56640.17,224259.32,2019
446029,Department of Technology,IT Operations Support Admin V,40726204,96064.0,13180.02,8050.16,7697.03,28927.21,124991.21,2019
446030,Department of Technology,Cable Splicer,41166230,138894.21,24009.21,17445.73,10931.21,52386.15,191280.36,2019
446031,Department of Technology,IS Engineer-Principal,41866097,158812.02,30970.91,14950.3,11383.72,57304.93,216116.95,2019
446032,Department of Technology,IT Operations Support Admn III,41826175,101882.01,20339.06,14950.3,7273.1,42562.46,144444.47,2019
446033,Department of Technology,Media Programming Spec,37034294,144.88,0.0,0.0,11.47,11.47,156.35,2019
446038,Department of Technology,Cable Splicer,41166257,137600.85,22397.69,16328.87,10902.52,49629.08,187229.93,2019
446042,Department of Technology,Dept Head IV,40816713,266984.0,52076.21,17779.58,12929.87,82785.66,349769.66,2019
446044,Department of Technology,Dep Dir III,40816749,223236.0,43535.57,18546.76,12290.66,74372.99,297608.99,2019
446046,Department of Technology,IS Engineer-Principal,41166507,94444.4,18974.03,8567.68,7421.22,34962.93,129407.33,2019
446950,Department of Technology,IS Engineer-Journey,43226097,132722.4,27077.01,15088.45,10337.45,52502.91,185225.31,2020
446953,Department of Technology,Cable Splicer,42506129,132096.64,25398.52,18007.33,10488.91,53894.76,185991.4,2020
446954,Department of Technology,IS Engineer-Principal,42428488,172637.76,32999.34,15088.45,11822.47,59910.26,232548.02,2020
446955,Department of Technology,IS Engineer-Principal,42466456,163852.72,31826.28,15088.45,11831.23,58745.96,222598.68,2020
446961,Department of Technology,Media Production Tech,42440215,38340.14,7062.95,0.0,3157.66,10220.61,48560.75,2020
446975,Department of Technology,Senior Administrative Analyst,42417687,118448.01,24710.91,15088.45,9368.8,49168.16,167616.17,2020
446977,Department of Technology,IS Engineer-Principal,43976179,163840.29,31517.98,15088.45,11855.31,58461.74,222302.03,2020
446978,Department of Technology,Senior Comm Systems Technican,42424068,176293.78,32049.25,15275.18,11838.07,59162.5,235456.28,2020
446979,Department of Technology,Cable Splicer,42427394,128568.92,25398.51,18007.33,10310.24,53716.08,182285.0,2020
449316,Department of Technology,IT Operations Support Admn III,36843086,60775.21,11699.26,10898.58,4656.68,27254.52,88029.73,2018
449335,Department of Technology,Fire Alarm Dispatcher,36863239,114686.91,17638.31,14051.98,9385.18,41075.47,155762.38,2018
449349,Department of Technology,Telecommunications Tech Supv,36863896,207262.93,23818.16,16373.51,11745.16,51936.83,259199.76,2018
449350,Department of Technology,IT Operations Support Admn III,36693627,96805.16,18597.83,14146.25,7951.96,40696.04,137501.2,2018
449394,Department of Technology,Communications Systems Tech,36865075,145392.76,23294.76,14202.92,10190.5,47688.18,193080.94,2018
449395,Department of Technology,IS Engineer-Journey,37163290,119262.0,21766.79,13625.49,8846.62,44238.9,163500.9,2018
449396,Department of Technology,Media Production Tech,36865265,69995.69,13264.42,14996.52,5630.4,33891.34,103887.03,2018
449410,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",36865270,63639.22,12226.29,14075.05,5153.79,31455.13,95094.35,2018
449422,Department of Technology,Pr Administrative Analyst,36872276,118959.57,22855.22,14239.35,9503.73,46598.3,165557.87,2018
449423,Department of Technology,IT Operations Support Admin IV,36872274,98464.66,18916.24,13547.03,7820.87,40284.14,138748.8,2018
449424,Department of Technology,Communications Systems Tech,36863228,153569.24,23027.75,14271.54,10581.54,47880.83,201450.07,2018
449431,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",36799029,15018.08,2822.63,0.0,1217.82,4040.45,19058.53,2018
449444,Department of Technology,IS Engineer-Senior,37014209,156274.32,27174.84,14239.35,11588.01,53002.2,209276.52,2018
449456,Department of Technology,Electrical Line Helper,37415843,78887.14,14774.99,0.0,6270.86,21045.85,99932.99,2018
449457,Department of Technology,Senior Administrative Analyst,36755426,66460.61,12765.26,1055.48,5465.34,19286.08,85746.69,2018
449472,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",36861173,6545.0,0.0,0.0,507.99,507.99,7052.99,2018
450026,Department of Technology,Dep Dir IV,39686166,73435.02,13673.63,3000.69,5881.21,22555.53,95990.55,2019
450074,Department of Technology,IS Engineer-Journey,37492271,134841.0,25114.95,14628.56,10395.04,50138.55,184979.55,2019
450089,Department of Technology,IS Engineer-Senior,37615766,144660.92,26944.15,14161.64,11384.07,52489.86,197150.78,2019
450098,Department of Technology,IS Engineer-Principal,37483112,175213.99,29942.58,14628.56,11406.4,55977.54,231191.53,2019
450143,Department of Technology,IT Operations Support Admn III,40446120,88689.94,16953.18,14628.56,7141.48,38723.22,127413.16,2019
450647,Department of Technology,IS Business Analyst-Senior,38216045,126542.8,22103.04,14433.94,9680.72,46217.7,172760.5,2018
450648,Department of Technology,Dep Dir III,36793593,15421.47,1264.16,1346.5,1249.65,3860.31,19281.78,2018
450653,Department of Technology,IT Operations Support Admin II,37493360,91270.08,16052.82,13891.48,6585.18,36529.48,127799.56,2018
450654,Department of Technology,IT Operations Support Admin II,37494361,66673.75,11711.8,13497.75,5175.48,30385.03,97058.78,2018
450659,Department of Technology,Manager II,37489849,141632.16,26482.61,17871.23,10527.88,54881.72,196513.88,2018
450660,Department of Technology,Technology Expert I,38525992,130068.81,24637.94,18813.34,10482.81,53934.09,184002.9,2018
450661,Department of Technology,Manager I,38086043,114224.32,19504.96,13424.95,9327.02,42256.93,156481.25,2018
450853,Department of Technology,IT Operations Support Admn III,44038470,110691.0,24005.19,15297.0,8799.82,48102.01,158793.01,2020
450854,Department of Technology,IS Engineer-Senior,43926328,157171.79,31029.97,15297.0,11578.35,57905.32,215077.11,2020
450868,Department of Technology,Cable Splicer,43776158,113192.66,23766.97,18511.56,8733.82,51012.35,164205.01,2020
450869,Department of Technology,Cable Splicer,42420470,133433.41,26570.32,18511.56,10344.69,55426.57,188859.98,2020
450870,Department of Technology,Cable Splicer,42423149,124037.45,26555.03,18511.56,9565.52,54632.11,178669.56,2020
450871,Department of Technology,IS Engineer-Journey,43666262,134724.01,28943.4,15297.0,10518.04,54758.44,189482.45,2020
450878,Department of Technology,Electrical Line Helper,44416096,82376.77,15633.17,13669.98,6335.15,35638.3,118015.07,2020
450890,Department of Technology,IT Operations Support Admin II,42423496,90932.05,18638.62,15297.0,7249.16,41184.78,132116.83,2020
450909,Department of Technology,Project Manager 2,43966156,103281.28,19226.89,7883.83,8225.59,35336.31,138617.59,2020
450949,Department of Technology,Cable Splicer,42430021,139931.67,26869.87,18404.76,10959.89,56234.52,196166.19,2020
450970,Department of Technology,Electrical Line Worker,42442279,125223.08,26370.95,18511.56,10066.99,54949.5,180172.58,2020
450979,Department of Technology,Cable Splicer,44276211,79823.05,16445.13,11747.71,6406.37,34599.21,114422.26,2020
451927,Department of Technology,Accountant II,46816482,92182.3,20746.04,15603.29,7284.8,43634.13,135816.43,2021
451938,Department of Technology,IS Engineer-Journey,46576469,140947.62,31075.32,15603.29,10670.98,57349.59,198297.21,2021
451956,Department of Technology,Electrical Line Worker,46746527,140319.93,27746.33,18971.61,11132.27,57850.21,198170.14,2021
451964,Department of Technology,Media Programming Spec,46396842,89566.41,19862.07,16449.88,7187.01,43498.96,133065.37,2021
451965,Department of Technology,IT Operations Support Admin IV,46576542,133983.62,29234.88,15603.29,10733.79,55571.96,189555.58,2021
451975,Department of Technology,Communications Systems Tech,46576592,155306.45,31962.13,15959.1,11560.03,59481.26,214787.71,2021
