,Department,Job,Employee Identifier,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation,Year
451985,Department of Technology,Storekeeper,46576600,74302.0,16721.6,15959.1,5948.04,38628.74,112930.74,2021
451986,Department of Technology,IT Operations Support Admn III,45717702,105998.08,23854.72,15603.29,8605.48,48063.49,154061.57,2021
451996,Department of Technology,Junior Administrative Analyst,47096593,75227.2,16929.87,15959.1,6096.9,38985.87,114213.07,2021
454170,Department of Technology,IT Operations Support Admin II,47377844,105033.99,20990.57,15979.29,8350.07,45319.93,150353.92,2021
454190,Department of Technology,Communications Systems Tech,47656592,123267.1,26020.51,15078.35,9792.26,50891.12,174158.22,2021
454258,Department of Technology,Project Manager 2,48246628,35495.0,6988.95,3072.94,2719.9,12781.79,48276.79,2021
454312,Department of Technology,Electrical Line Worker,48646501,124388.28,25388.45,19353.97,9933.64,54676.06,179064.34,2021
454313,Department of Technology,IT Operations Support Admin IV,47389981,147635.04,30468.94,15979.29,11688.9,58137.13,205772.17,2021
455393,Department of Technology,Cable Splicer,50246599,153768.98,28294.62,0.0,11743.24,40037.86,193806.84,2022
455399,Department of Technology,IT Operations Support Admin II,49295834,106136.67,20235.76,0.0,8353.52,28589.28,134725.95,2022
455403,Department of Technology,IS Engineer-Principal,49996507,178587.21,35371.67,0.0,12252.2,47623.87,226211.08,2022
455404,Department of Technology,IS Business Analyst-Senior,49310283,139939.1,27716.83,0.0,11010.26,38727.09,178666.19,2022
455405,Department of Technology,IS Business Analyst-Senior,50826495,127116.6,25792.13,0.0,10003.38,35795.51,162912.11,2022
455406,Department of Technology,Electrical Line Worker,49295753,144318.86,24800.11,0.0,11263.99,36064.1,180382.96,2022
455407,Department of Technology,Electrician,49281754,135786.38,24630.7,0.0,10332.1,34962.8,170749.18,2022
455416,Department of Technology,IS Business Analyst-Senior,49316467,133735.44,27127.94,0.0,10584.11,37712.05,171447.49,2022
455417,Department of Technology,Executive Secretary 2,49277549,101655.12,20631.74,0.0,7611.69,28243.43,129898.55,2022
455418,Department of Technology,IS Engineer-Senior,49311260,171400.59,33938.16,0.0,12132.89,46071.05,217471.64,2022
455419,Department of Technology,IT Operations Support Admn III,49315816,118675.87,24083.18,0.0,9156.95,33240.13,151916.0,2022
455420,Department of Technology,Communications Systems Tech,49308915,150087.29,27971.89,0.0,11174.62,39146.51,189233.8,2022
455431,Department of Technology,IS Engineer-Principal,49996568,170293.05,33723.92,0.0,12937.35,46661.27,216954.32,2022
456464,Department of Technology,Electrical Line Helper,50850486,104582.49,19360.56,18985.18,8145.53,46491.27,151073.76,2022
456466,Department of Technology,IS Engineer-Principal,50862122,198039.54,37097.12,1015.59,12527.97,50640.68,248680.22,2022
456469,Department of Technology,IT Operations Support Admin II,50849448,42893.86,7897.93,507.55,3378.61,11784.09,54677.95,2022
456470,Department of Technology,IT Operations Support Admn III,51396717,28346.4,5161.88,4458.86,2178.9,11799.64,40146.04,2022
456473,Department of Technology,Communication Line Sprv1,52136896,150535.89,25528.58,19836.93,11439.25,56804.76,207340.65,2022
458021,Department of Technology,IS Engineer-Principal,38855978,37271.86,1128.08,721.69,2897.96,4747.73,42019.59,2018
458028,Department of Technology,Cable Splicer,37479081,120446.87,22240.84,16624.39,9752.81,48618.04,169064.91,2018
458029,Department of Technology,IS Business Analyst-Principal,38825879,135355.91,25310.0,14433.94,10651.84,50395.78,185751.69,2018
458036,Department of Technology,IS Business Analyst-Principal,37615725,143720.03,26875.16,14433.94,10790.81,52099.91,195819.94,2018
458041,Department of Technology,Electrical Line Worker,37484221,108909.76,19593.21,15745.93,8847.06,44186.2,153095.96,2018
458042,Department of Technology,IT Operations Support Admin II,37496215,99274.01,16945.32,14433.94,7967.13,39346.39,138620.4,2018
461731,Department of Technology,Cable Splicer,42266184,102722.86,18148.67,13369.47,8146.53,39664.67,142387.53,2019
461732,Department of Technology,IS Business Analyst-Principal,40781092,148032.0,28833.76,14950.3,11239.17,55023.23,203055.23,2019
461738,Department of Technology,Communications Systems Tech,41166367,153767.73,26764.11,15031.18,11053.27,52848.56,206616.29,2019
461739,Department of Technology,Communications Systems Tech,42176099,145749.76,24584.24,15031.18,10972.9,50588.32,196338.08,2019
461744,Department of Technology,Electrical Line Worker,41726143,134806.33,22507.83,17445.73,10780.7,50734.26,185540.59,2019
461748,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",41097127,9042.95,0.0,0.0,701.88,701.88,9744.83,2019
462650,Department of Technology,IS Engineer-Senior,42424712,175348.34,33093.91,15088.45,11840.68,60023.04,235371.38,2020
462655,Department of Technology,Electrical Line Helper,42586111,83540.82,17134.77,17924.65,6646.47,41705.89,125246.71,2020
462657,Department of Technology,IS Engineer-Principal,42996239,145961.78,24015.78,10736.01,10060.45,44812.24,190774.02,2020
462659,Department of Technology,IS Engineer-Senior,43926328,154158.7,28952.17,15088.45,11903.78,55944.4,210103.1,2020
462671,Department of Technology,IS Engineer-Principal,43956202,165720.4,33776.52,15030.42,13027.08,61834.02,227554.42,2020
462672,Department of Technology,IS Engineer-Journey,42716299,53492.6,0.0,7312.1,3948.31,11260.41,64753.01,2020
462673,Department of Technology,Project Manager 2,42453010,160446.75,30859.19,14196.2,12765.67,57821.06,218267.81,2020
462679,Department of Technology,Manager IV,42716298,70961.6,14511.6,3175.74,5777.26,23464.6,94426.2,2020
462680,Department of Technology,Cable Splicer,43806213,44601.02,0.0,0.0,2627.41,2627.41,47228.43,2020
462692,Department of Technology,Communications Systems Tech,42422073,159516.71,27890.54,15275.18,11395.09,54560.81,214077.52,2020
462696,Department of Technology,IT Operations Support Admin II,42444171,100832.33,18791.0,15030.42,8173.53,41994.95,142827.28,2020
465073,Department of Technology,IS Business Analyst,37184367,54331.0,898.18,7667.34,4151.95,12717.47,67048.47,2018
465112,Department of Technology,Senior Comm Systems Technican,37203067,1063.0,0.0,0.0,82.51,82.51,1145.51,2018
465121,Department of Technology,Manager V,36863033,181007.72,33907.85,24007.71,11064.26,68979.82,249987.54,2018
465122,Department of Technology,IT Operations Support Admin V,37271572,127491.02,23881.47,14239.35,10394.75,48515.57,176006.59,2018
465123,Department of Technology,Cable Splicer,36865467,151436.99,22185.2,16373.51,11472.44,50031.15,201468.14,2018
465124,Department of Technology,IS Project Director,36726734,163954.0,30711.65,14239.35,11211.69,56162.69,220116.69,2018
465148,Department of Technology,Cable Splicer,36865466,147127.01,22051.53,16327.61,10419.91,48799.05,195926.06,2018
465167,Department of Technology,IS Engineer-Senior,36858952,154446.19,27174.83,14239.35,11005.49,52419.67,206865.86,2018
465177,Department of Technology,Manager V,37324441,108129.36,13053.52,6992.63,4938.88,24985.03,133114.39,2018
465189,Department of Technology,Cable Splicer,36864110,130883.87,21943.92,16373.51,10183.37,48500.8,179384.67,2018
465210,Department of Technology,Senior Administrative Analyst,37117263,110916.2,21311.01,14239.35,8714.56,44264.92,155181.12,2018
465211,Department of Technology,IS Business Analyst-Senior,36676245,117588.0,22024.65,13691.68,9521.83,45238.16,162826.16,2018
465829,Department of Technology,IS Engineer-Senior,39666201,135051.03,19797.85,10408.77,9815.1,40021.72,175072.75,2019
465838,Department of Technology,Cable Splicer,37479081,122064.77,22488.62,16814.92,9868.16,49171.7,171236.47,2019
465845,Department of Technology,Cable Splicer,40726178,117648.0,22488.62,16814.92,9566.2,48869.74,166517.74,2019
465854,Department of Technology,IT Operations Support Admin IV,39226197,84666.6,12490.54,8045.7,6774.52,27310.76,111977.36,2019
465859,Department of Technology,IS Business Analyst-Principal,37463775,145852.0,27165.84,14628.56,11038.3,52832.7,198684.7,2019
465860,Department of Technology,IS Business Analyst-Principal,40516365,140755.8,26216.55,14628.56,11198.29,52043.4,192799.2,2019
465904,Department of Technology,IT Operations Support Admin I,37031894,18.18,0.0,0.0,1.44,1.44,19.62,2019
465911,Department of Technology,Cable Splicer,40496131,130003.42,22501.32,16814.92,10389.4,49705.64,179709.06,2019
465924,Department of Technology,Technology Expert I,38916211,86094.11,13438.48,6751.64,5653.06,25843.18,111937.29,2019
466407,Department of Technology,Cable Splicer,37896038,91733.71,14969.13,11253.43,7193.96,33416.52,125150.23,2018
466409,Department of Technology,IT Operations Support Admin II,36624636,16117.83,1710.04,3459.63,1339.63,6509.3,22627.13,2018
466410,Department of Technology,"StdntDsgnTrain1, Arch/Eng/Plng",38116090,14413.06,0.0,0.0,1112.74,1112.74,15525.8,2018
466411,Department of Technology,Project Manager 2,38916253,10135.5,0.0,832.72,776.11,1608.83,11744.33,2018
466413,Department of Technology,IS Engineer-Senior,38385940,154539.24,28268.84,14433.94,10972.38,53675.16,208214.4,2018
466615,Department of Technology,Project Manager 2,44036975,176469.46,37417.29,15297.0,11882.42,64596.71,241066.17,2020
466616,Department of Technology,Pr Administrative Analyst,45076272,122746.27,26588.75,14886.4,9579.47,51054.62,173800.89,2020
466617,Department of Technology,Media Programming Spec,42423675,79879.58,17261.05,15085.44,6371.93,38718.42,118598.0,2020
466628,Department of Technology,Electrical Line Helper,42426623,93886.16,20295.14,18511.56,7516.42,46323.12,140209.28,2020
466629,Department of Technology,Cable Splicer,45296150,125482.57,24293.96,16980.79,9942.94,51217.69,176700.26,2020
466658,Department of Technology,Assistant Purchaser,44726104,36437.62,9218.21,9781.25,2749.54,21749.0,58186.62,2020
466755,Department of Technology,IS Project Director,42452978,175797.01,37267.43,15297.0,11817.6,64382.03,240179.04,2020
467714,Department of Technology,Media Programming Spec,46396574,83736.92,18786.5,15701.06,6672.37,41159.93,124896.85,2021
467715,Department of Technology,Cable Splicer,46576527,126588.77,27966.88,18971.61,10017.87,56956.36,183545.13,2021
467733,Department of Technology,Cable Splicer,46576549,135617.54,27809.88,18862.16,10469.49,57141.53,192759.07,2021
467734,Department of Technology,Fire Alarm Dispatcher,46576555,89908.75,18356.11,14877.25,7271.94,40505.3,130414.05,2021
467742,Department of Technology,Dept Head IV,45756178,269924.0,59450.49,19055.43,13781.21,92287.13,362211.13,2021
467752,Department of Technology,IS Engineer-Principal,46396882,174106.07,37295.69,15603.29,12195.29,65094.27,239200.34,2021
467753,Department of Technology,Media Programming Spec,46396489,49033.51,12325.92,11730.26,4016.71,28072.89,77106.4,2021
467764,Department of Technology,Senior Comm Systems Technican,47346593,155783.83,34050.96,15959.1,11545.42,61555.48,217339.31,2021
467792,Department of Technology,IS Business Analyst-Principal,45714882,153992.07,33914.17,15603.29,11692.11,61209.57,215201.64,2021
467793,Department of Technology,IS Engineer-Senior,46576651,157796.02,34754.49,15603.29,11777.68,62135.46,219931.48,2021
467794,Department of Technology,Electrical Line Worker,46576646,115290.61,24751.16,18080.85,9277.23,52109.24,167399.85,2021
469982,Department of Technology,Cable Splicer,48646639,146063.72,27505.78,19469.76,11111.21,58086.75,204150.47,2021
470011,Department of Technology,IS Engineer-Principal,47370813,216532.19,39567.3,15979.29,12730.0,68276.59,284808.78,2021
470012,Department of Technology,Media Programming Spec,48656596,2201.33,0.0,534.59,217.97,752.56,2953.89,2021
470013,Department of Technology,IS Engineer-Senior,48666471,153714.1,31183.32,15979.29,11759.64,58922.25,212636.35,2021
470067,Department of Technology,Communications Line Wrk Sprv 2,48646720,185264.27,30033.69,19469.76,12304.41,61807.86,247072.13,2021
470072,Department of Technology,Electrical Line Worker,47371771,148658.71,28177.22,19469.76,11596.82,59243.8,207902.51,2021
471111,Department of Technology,Electrical Line Helper,47346517,4462.66,942.22,0.0,355.64,1297.86,5760.52,2022
471127,Department of Technology,IS Engineer-Senior,49285214,193792.88,32884.01,0.0,12494.05,45378.06,239170.94,2022
471128,Department of Technology,IS Project Director,50526504,189886.67,34220.42,0.0,12821.9,47042.32,236928.99,2022
471134,Department of Technology,Communications Line Wrk Sprv 2,47346639,28536.74,1772.21,0.0,2205.78,3977.99,32514.73,2022
471144,Department of Technology,Junior Administrative Analyst,49313601,82975.6,16840.6,0.0,6637.51,23478.11,106453.71,2022
472180,Department of Technology,IS Business Analyst-Senior,50861253,138725.2,26409.86,16101.45,10849.09,53360.4,192085.6,2022
472184,Department of Technology,Fire Alarm Dispatcher,51266509,115911.08,19974.18,16299.79,9131.79,45405.76,161316.84,2022
472185,Department of Technology,IT Operations Support Admin II,50849612,100834.61,18175.48,16101.45,7892.22,42169.15,143003.76,2022
472186,Department of Technology,IT Operations Support Admn III,52306872,103347.14,19909.58,16101.45,8006.11,44017.14,147364.28,2022
472190,Department of Technology,IS Engineer-Principal,50406490,113568.4,16082.4,6812.15,8788.99,31683.54,145251.94,2022
472192,Department of Technology,IS Engineer-Senior,52307030,164759.25,29592.21,1015.59,12030.24,42638.04,207397.29,2022
472193,Department of Technology,Fire Alarm Dispatcher,50851970,118224.5,17546.99,0.0,9267.18,26814.17,145038.67,2022
472198,Department of Technology,Communications Systems Tech,50296546,54868.49,10633.64,6352.45,4324.48,21310.57,76179.06,2022
472199,Department of Technology,Senior Account Clerk,50859864,86911.61,16751.07,16586.87,6693.5,40031.44,126943.05,2022
472200,Department of Technology,Manager III,52306918,194552.78,36524.89,20310.44,12921.67,69757.0,264309.78,2022
472201,Department of Technology,IS Engineer-Senior,50856570,182006.23,32055.05,16101.45,12310.51,60467.01,242473.24,2022
472202,Department of Technology,IS Engineer-Senior,50852542,170635.24,32055.04,16101.45,12123.94,60280.43,230915.67,2022
472203,Department of Technology,IS Engineer-Senior,50859839,184201.58,32055.02,16101.45,12316.61,60473.08,244674.66,2022
473672,Department of Technology,Senior Account Clerk,39186111,54729.02,10497.63,10613.82,4443.79,25555.24,80284.26,2018
473680,Department of Technology,Cable Splicer,37462744,145991.11,22398.36,16543.98,10738.67,49681.01,195672.12,2018
473681,Department of Technology,Manager V,37088322,47471.6,6017.41,1695.13,3842.61,11555.15,59026.75,2018
473683,Department of Technology,Senior Comm Systems Technican,37497212,159642.56,28257.75,14543.01,11000.17,53800.93,213443.49,2018
473684,Department of Technology,Senior Comm Systems Technican,37488272,153851.55,26982.18,14543.01,10989.69,52514.88,206366.43,2018
473688,Department of Technology,Manager IV,38625887,167470.05,31312.58,18635.18,11160.52,61108.28,228578.33,2018
477330,Department of Technology,Manager IV,42266146,176500.22,34414.54,22348.47,11661.84,68424.85,244925.07,2019
477333,Department of Technology,IS Engineer-Principal,41166438,70318.5,0.0,0.0,5457.84,5457.84,75776.34,2019
477334,Department of Technology,Electrical Line Worker,41166450,119860.72,21697.29,16661.43,9727.6,48086.32,167947.04,2019
477335,Department of Technology,"StdntDsgnTrain3, Arch/Eng/Plng",40356155,278.92,0.0,0.0,21.33,21.33,300.25,2019
477336,Department of Technology,IS Engineer-Senior,41166388,151680.0,29544.3,14950.3,11127.95,55622.55,207302.55,2019
477337,Department of Technology,Manager VI,42086167,201847.41,34919.76,16412.0,11771.98,63103.74,264951.15,2019
